Dynamic Supplier Code,Name,Reseller Price Ex GST,Manufacturer,Category,Weight,Manufacturer OEM Code,Printer Compatibility,Cartridge Yield,Cartridge Type,/////,////,Length,Width,Height,Brisbane,Melbourne,Perth,Adelaide,Sydney,Barcode
K3174,Kyocera TK3174 Toner Kit,121.98,Kyocera,CON-LASER,0.83,TK-3174,KYOCERA ECOSYS P3050DN,"15,500 pages",Black,0.00579,KYO-LAS,0.333,0.145,0.12,>5,>5,>5,>5,>5,6.32983E+11
K3194,Kyocera TK3194 Toner Kit,136.42,Kyocera,CON-LASER,1.16,TK-3194,"KYOCERA ECOSYS P3055DN,KYOCERA ECOSYS P3060DN","25,000 pages",Black,0.00725,KYO-LAS,0.334,0.178,0.122,>5,>5,>5,>5,>5,6.32983E+11
K320,Kyocera TK320 Toner Kit,132.08,Kyocera,CON-LASER,0.95,TK-320,"KYOCERA FS3900DN,KYOCERA FS4000DN","15,000 pages",Black,0.00673,KYO-LAS,0.345,0.15,0.13,>5,>5,>5,3,>5,6.32983E+11
K330,Kyocera TK330 Toner Kit,143.67,Kyocera,CON-LASER,1.15,TK-330,KYOCERA FS4000DN,"20,000 pages",Black,0.00699,KYO-LAS,0.345,0.15,0.135,0,>5,0,0,0,6.32983E+11
K344,Kyocera TK344 Toner Kit,120.5,Kyocera,CON-LASER,0.915,TK-344,KYOCERA FS2020D,"12,000 pages",Black,0.00663,KYO-LAS,0.34,0.15,0.13,>5,>5,>5,>5,>5,6.32983E+11
K354B,Kyocera TK354B Toner Kit,131.31,Kyocera,CON-LASER,0.895,TK-354B,"KYOCERA FS3140MFP,KYOCERA FS3040MFP,KYOCERA FS3540MFP,KYOCERA FS3640MFP,KYOCERA FS3920DN","15,000 pages",Black,0.00683,KYO-LAS,0.35,0.15,0.13,>5,>5,>5,>5,>5,6.32983E+11
K364,Kyocera TK364 Toner Kit,136.72,Kyocera,CON-LASER,1.13,TK-364,KYOCERA FS4020DN,"20,000 pages",Black,0.0065,KYO-LAS,0.345,0.145,0.13,>5,>5,>5,0,>5,6.32983E+11
K400,Kyocera TK400 Toner Kit,120.5,Kyocera,CON-LASER,1.1,TK-400,KYOCERA FS6020,"10,000 pages",Black,0.00674,KYO-LAS,0.406,0.123,0.135,0,0,0,0,0,6.32983E+11
K410,Kyocera TK410 Toner,65.21,Kyocera,CON-COPIER,1.77,TK-410,"KYOCERA KM1620,KYOCERA KM1635,KYOCERA KM1650,KYOCERA KM2050","15,000 pages",Black,0.01392,KYO-COP,0.51,0.21,0.13,0,>5,>5,2,>5,6.32983E+11
K4109,Kyocera TK4109 Toner Cart,47.25,Kyocera,CON-COPIER,1.08,TK-4109,KYOCERA TASKALFA 1800,"15,000 pages",Black,0.00502,KYO-COP,0.11,0.57,0.08,0,>5,0,0,0,6.32983E+11
K420,Kyocera TK420 Toner,53.49,Kyocera,CON-COPIER,1.81,TK-420,KYOCERA KM2550,"15,000 pages",Black,0.01392,KYO-COP,0.51,0.21,0.13,3,>5,0,0,>5,6.32983E+11
K439,Kyocera TK439 Toner Cartridge,50.55,Kyocera,CON-COPIER,1.72,TK-439,"KYOCERA TASKALFA 180,KYOCERA TASKALFA 181,KYOCERA TASKALFA 221","15,000 pages",Black,0.0142,KYO-COP,0.52,0.21,0.13,0,>5,2,0,>5,6.32983E+11
K440,Kyocera TK440 Toner Kit,135.17,Kyocera,CON-LASER,1.25,TK-440,KYOCERA FS6950DN,"15,000 pages",Black,0.00843,KYO-LAS,0.435,0.155,0.125,0,>5,0,0,0,6.32983E+11
K454,Kyocera TK454 Black Toner,119.72,Kyocera,CON-LASER,1.2,TK-454,KYOCERA FS6970DN,"15,000 pages",Black,0.00858,KYO-LAS,0.44,0.15,0.13,>5,>5,>5,3,>5,6.32983E+11
K479,Kyocera TK479 Black Toner,112.77,Kyocera,CON-LASER,1.41,TK-479,"KYOCERA FS6030MFP,KYOCERA FS6025MFP,KYOCERA FS6525MFP,KYOCERA FS6530MFP","15,000 pages",Black,0.00797,KYO-LAS,0.407,0.233,0.084,0,>5,>5,>5,>5,6.32983E+11
K510C,Kyocera TK510 Cyan Toner,158.34,Kyocera,CON-LASER,0.638,TK-510C,"KYOCERA FSC5020N,KYOCERA FSC5025N,KYOCERA FSC5030N","8,000 pages",Cyan,0.00466,KYO-LAS,0.35,0.095,0.14,0,1,0,0,0,6.32983E+11
K510K,Kyocera TK510 Black Toner,88.05,Kyocera,CON-LASER,0.7,TK-510K,"KYOCERA FSC5020N,KYOCERA FSC5025N,KYOCERA FSC5030N","8,000 pages",Black,0.0049,KYO-LAS,0.35,0.1,0.14,0,0,0,0,0,6.32983E+11
K510M,Kyocera TK510 Magenta Toner,158.34,Kyocera,CON-LASER,0.638,TK-510M,"KYOCERA FSC5020N,KYOCERA FSC5025N,KYOCERA FSC5030N","8,000 pages",Magenta,0.00466,KYO-LAS,0.35,0.095,0.14,0,2,0,0,0,6.32983E+11
K510Y,Kyocera TK510 Yellow Toner,158.34,Kyocera,CON-LASER,0.638,TK-510Y,"KYOCERA FSC5020N,KYOCERA FSC5025N,KYOCERA FSC5030N","8,000 pages",Yellow,0.00466,KYO-LAS,0.35,0.095,0.14,0,1,0,0,0,6.32983E+11
K5144C,Kyocera TK5144 Cyan Toner,152.94,Kyocera,CON-LASER,0.53,TK-5144C,"KYOCERA P6130CDN,KYOCERA M6030CDN,KYOCERA M6530CDN","5,000 pages",Cyan,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5144K,Kyocera TK5144 Black Toner,129.76,Kyocera,CON-LASER,0.53,TK-5144K,"KYOCERA P6130CDN,KYOCERA M6030CDN,KYOCERA M6530CDN","7,000 pages",Black,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5144M,Kyocera TK5144 Magenta Toner,152.94,Kyocera,CON-LASER,0.53,TK-5144M,"KYOCERA P6130CDN,KYOCERA M6030CDN,KYOCERA M6530CDN","5,000 pages",Magenta,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5144Y,Kyocera TK5144 Yellow Toner,152.94,Kyocera,CON-LASER,0.53,TK-5144Y,"KYOCERA P6130CDN,KYOCERA M6030CDN,KYOCERA M6530CDN","5,000 pages",Yellow,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5154C,Kyocera TK5154 Cyan Toner,254.12,Kyocera,CON-LASER,0.53,TK-5154C,"KYOCERA P6035CDN,KYOCERA M6535CDN","10,000 pages",Cyan,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5154K,Kyocera TK5154 Black Toner,145.98,Kyocera,CON-LASER,0.53,TK-5154K,"KYOCERA P6035CDN,KYOCERA M6535CDN","12,000 pages",Black,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5154M,Kyocera TK5154 Magenta Toner,254.12,Kyocera,CON-LASER,0.53,TK-5154M,"KYOCERA P6035CDN,KYOCERA M6535CDN","10,000 pages",Magenta,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5154Y,Kyocera TK5154 Yellow Toner,254.12,Kyocera,CON-LASER,0.53,TK-5154Y,"KYOCERA P6035CDN,KYOCERA M6535CDN","10,000 pages",Yellow,0.00601,KYO-LAS,0.33,0.13,0.14,>5,>5,>5,>5,>5,6.32983E+11
K5164C,Kyocera TK5164 Cyan Toner,226.32,Kyocera,CON-LASER,0.54,TK-5164C,KYOCERA P7040CDN,"12,000 pages",Cyan,0.00477,KYO-LAS,0.31,0.14,0.11,5,>5,>5,0,>5,6.32983E+11
K5164K,Kyocera TK5164 Black Toner,158.82,Kyocera,CON-LASER,0.76,TK-5164K,KYOCERA P7040CDN,"16,000 pages",Black,0.00693,KYO-LAS,0.33,0.15,0.14,2,>5,>5,0,>5,6.32983E+11
K5164M,Kyocera TK5164 Magenta Toner,226.32,Kyocera,CON-LASER,0.54,TK-5164M,KYOCERA P7040CDN,"12,000 pages",Magenta,0.00477,KYO-LAS,0.31,0.14,0.11,4,>5,>5,0,>5,6.32983E+11
K5164Y,Kyocera TK5164 Yellow Toner,226.32,Kyocera,CON-LASER,0.54,TK-5164Y,KYOCERA P7040CDN,"12,000 pages",Yellow,0.00477,KYO-LAS,0.31,0.14,0.11,5,>5,>5,0,>5,6.32983E+11
K5199C,Kyocera TK5199 Cyan Toner,66.42,Kyocera,CON-COPIER,0.54,TK-5199C,KYOCERA TASKALFA 306CI,"7,000 pages",Cyan,0.00297,KYO-COP,0.458,0.09,0.072,0,>5,0,0,3,6.32983E+11
K5199K,Kyocera TK5199 Black Toner,54.78,Kyocera,CON-COPIER,0.75,TK-5199K,KYOCERA TASKALFA 306CI,"15,000 pages",Black,0.00399,KYO-COP,0.457,0.097,0.09,0,>5,0,0,4,6.32983E+11
K5199M,Kyocera TK5199 Magenta Toner,66.42,Kyocera,CON-COPIER,0.54,TK-5199M,KYOCERA TASKALFA 306CI,"7,000 pages",Magenta,0.00297,KYO-COP,0.458,0.09,0.072,0,>5,0,0,>5,6.32983E+11
K5199Y,Kyocera TK5199 Yellow Toner,66.42,Kyocera,CON-COPIER,0.54,TK-5199Y,KYOCERA TASKALFA 306CI,"7,000 pages",Yellow,0.00297,KYO-COP,0.458,0.09,0.072,0,>5,0,0,4,6.32983E+11
K5209C,Kyocera TK5209 Cyan Toner,78.75,Kyocera,CON-COPIER,0.62,TK-5209C,KYOCERA TASKALFA 356CI,"12,000 pages",Cyan,0.02898,KYO-COP,0.46,0.9,0.07,0,>5,0,0,0,6.32983E+11
K5209K,Kyocera TK5209 Black Toner,47.93,Kyocera,CON-COPIER,0.79,TK-5209K,KYOCERA TASKALFA 356CI,"18,000 pages",Black,0.00393,KYO-COP,0.46,0.095,0.09,0,>5,0,0,0,6.32983E+11
K5209M,Kyocera TK5209 Magenta Toner,78.75,Kyocera,CON-COPIER,0.63,TK-5209M,KYOCERA TASKALFA 356CI,"12,000 pages",Magenta,0.02898,KYO-COP,0.46,0.9,0.07,0,>5,0,0,0,6.32983E+11
K5209Y,Kyocera TK5209 Yellow Toner,78.75,Kyocera,CON-COPIER,0.63,TK-5209Y,KYOCERA TASKALFA 356CI,"12,000 pages",Yellow,0.02898,KYO-COP,0.46,0.9,0.07,0,3,0,0,0,6.32983E+11
K520C,Kyocera TK520 Cyan Toner,136.72,Kyocera,CON-LASER,0.53,TK-520C,KYOCERA FSC5015N,"4,000 pages",Cyan,0.00497,KYO-LAS,0.355,0.1,0.14,0,0,0,0,2,6.32983E+11
K520K,Kyocera TK520 Black Toner,136.72,Kyocera,CON-LASER,0.56,TK-520K,KYOCERA FSC5015N,"6,000 pages",Black,0.00497,KYO-LAS,0.355,0.1,0.14,0,0,0,0,0,6.32983E+11
K520M,Kyocera TK520 Magenta Toner,136.72,Kyocera,CON-LASER,0.53,TK-520M,KYOCERA FSC5015N,"4,000 pages",Magenta,0.00497,KYO-LAS,0.355,0.1,0.14,0,5,0,0,1,6.32983E+11
K520Y,Kyocera TK520 Yellow Toner,136.72,Kyocera,CON-LASER,0.53,TK-520Y,KYOCERA FSC5015N,"4,000 pages",Yellow,0.00497,KYO-LAS,0.355,0.1,0.14,0,0,0,0,0,6.32983E+11
K5219C,Kyocera TK5219 Cyan Toner,93.82,Kyocera,CON-COPIER,0.71,TK-5219C,KYOCERA TASKALFA 406CI,"20,000 pages",Cyan,0.0029,KYO-COP,0.46,0.09,0.07,0,3,1,0,2,6.32983E+11
K5219K,Kyocera TK5219 Black Toner,51.36,Kyocera,CON-COPIER,0.87,TK-5219K,KYOCERA TASKALFA 406CI,"20,000 pages",Black,0.00373,KYO-COP,0.46,0.09,0.09,0,2,3,0,>5,6.32983E+11
K5219M,Kyocera TK5219 Magenta Toner,93.82,Kyocera,CON-COPIER,0.71,TK-5219M,KYOCERA TASKALFA 406CI,"20,000 pages",Magenta,0.0029,KYO-COP,0.46,0.09,0.07,0,4,1,0,2,6.32983E+11
K5219Y,Kyocera TK5219 Yellow Toner,93.82,Kyocera,CON-COPIER,0.71,TK-5219Y,KYOCERA TASKALFA 406CI,"20,000 pages",Yellow,0.0029,KYO-COP,0.46,0.09,0.07,0,5,2,0,0,6.32983E+11
K5224C,Kyocera TK5224 Cyan Toner,67.79,Kyocera,CON-LASER,0.19,TK-5224C,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","1,200 pages",Cyan,0.00155,KYO-LAS,0.19,0.097,0.084,5,5,0,0,5,6.32983E+11
K5224K,Kyocera TK5224 Black Toner,52.39,Kyocera,CON-LASER,0.23,TK-5224K,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","1,200 pages",Black,0.00225,KYO-LAS,0.215,0.097,0.108,5,1,>5,0,4,6.32983E+11
K5224M,Kyocera TK5224 Magenta Toner,67.79,Kyocera,CON-LASER,0.19,TK-5224M,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","1,200 pages",Magenta,0.00155,KYO-LAS,0.19,0.097,0.084,5,2,0,0,>5,6.32983E+11
K5224Y,Kyocera TK5224 Yellow Toner,67.79,Kyocera,CON-LASER,0.19,TK-5224Y,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","1,200 pages",Yellow,0.00155,KYO-LAS,0.19,0.097,0.084,5,1,1,0,5,6.32983E+11
K5234C,Kyocera TK5234 Cyan Toner,98.75,Kyocera,CON-LASER,0.195,TK-5234C,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","2,200 pages",Cyan,0.00171,KYO-LAS,0.19,0.1,0.09,>5,>5,>5,2,>5,6.32983E+11
K5234K,Kyocera TK5234 Black Toner,67.2,Kyocera,CON-LASER,0.25,TK-5234K,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","2,600 pages",Black,0.00242,KYO-LAS,0.1,0.11,0.22,>5,>5,>5,0,>5,6.32983E+11
K5234M,Kyocera TK5234 Magenta Toner,98.75,Kyocera,CON-LASER,0.195,TK-5234M,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","2,200 pages",Magenta,0.00171,KYO-LAS,0.19,0.1,0.09,>5,>5,>5,0,>5,6.32983E+11
K5234Y,Kyocera TK5234 Yellow Toner,98.75,Kyocera,CON-LASER,0.195,TK-5234Y,"KYOCERA ECOSYS P5021CDN,KYOCERA ECOSYS P5021CDW,KYOCERA ECOSYS M5521CDN,KYOCERA ECOSYS M5521CDW","2,200 pages",Yellow,0.00171,KYO-LAS,0.19,0.1,0.09,>5,>5,>5,0,>5,6.32983E+11
K5244C,Kyocera TK5244 Cyan Toner,124.38,Kyocera,CON-LASER,0.2,TK-5244C,"KYOCERA ECOSYS P5026CDN,KYOCERA ECOSYS P5026CDW,KYOCERA ECOSYS M5526CDN,KYOCERA ECOSYS M5526CDW","3,000 pages",Cyan,0.00153,KYO-LAS,0.188,0.096,0.085,>5,>5,>5,>5,>5,6.32983E+11
K5244K,Kyocera TK5244 Black Toner,83.75,Kyocera,CON-LASER,0.27,TK-5244K,"KYOCERA ECOSYS P5026CDN,KYOCERA ECOSYS P5026CDW,KYOCERA ECOSYS M5526CDN,KYOCERA ECOSYS M5526CDW","4,000 pages",Black,0.00227,KYO-LAS,0.215,0.096,0.11,>5,>5,>5,>5,>5,6.32983E+11
K5244M,Kyocera TK5244 Magenta Toner,124.38,Kyocera,CON-LASER,0.2,TK-5244M,"KYOCERA ECOSYS P5026CDN,KYOCERA ECOSYS P5026CDW,KYOCERA ECOSYS M5526CDN,KYOCERA ECOSYS M5526CDW","3,000 pages",Magenta,0.00153,KYO-LAS,0.188,0.096,0.085,>5,>5,>5,5,>5,6.32983E+11
K5244Y,Kyocera TK5244 Yellow Toner,124.38,Kyocera,CON-LASER,0.2,TK-5244Y,"KYOCERA ECOSYS P5026CDN,KYOCERA ECOSYS P5026CDW,KYOCERA ECOSYS M5526CDN,KYOCERA ECOSYS M5526CDW","3,000 pages",Yellow,0.00153,KYO-LAS,0.188,0.096,0.085,>5,>5,>5,>5,>5,6.32983E+11
K544C,Kyocera TK544 Cyan Toner,152.94,Kyocera,CON-LASER,0.648,TK-544C,KYOCERA FSC5100DN,"4,000 pages",Cyan,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,>5,>5,4,6.32983E+11
K544K,Kyocera TK544 Black Toner,117.41,Kyocera,CON-LASER,0.648,TK-544K,KYOCERA FSC5100DN,"5,000 pages",Black,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,>5,>5,>5,6.32983E+11
K544M,Kyocera TK544 Magenta Toner,152.94,Kyocera,CON-LASER,0.648,TK-544M,KYOCERA FSC5100DN,"4,000 pages",Magenta,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,2,4,4,6.32983E+11
K544Y,Kyocera TK544 Yellow Toner,152.94,Kyocera,CON-LASER,0.648,TK-544Y,KYOCERA FSC5100DN,"4,000 pages",Yellow,0.00576,KYO-LAS,0.32,0.15,0.12,2,>5,>5,5,>5,6.32983E+11
K55,Kyocera TK55 Toner Kit,128.99,Kyocera,CON-LASER,1.2,TK-55,KYOCERA FS1920,"15,000 pages",Black,0.00606,KYO-LAS,0.34,0.155,0.115,>5,>5,1,0,>5,6.32983E+11
K554C,Kyocera TK554 Cyan Toner,169.16,Kyocera,CON-LASER,0.648,TK-554C,KYOCERA FSC5200DN,"6,000 pages",Cyan,0.00576,KYO-LAS,0.32,0.15,0.12,4,4,1,1,>5,6.32983E+11
K554K,Kyocera TK554 Black Toner,125.9,Kyocera,CON-LASER,0.648,TK-554K,KYOCERA FSC5200DN,"7,000 pages",Black,0.00576,KYO-LAS,0.32,0.15,0.12,4,>5,1,1,>5,6.32983E+11
K554M,Kyocera TK554 Magenta Toner,169.16,Kyocera,CON-LASER,0.648,TK-554M,KYOCERA FSC5200DN,"6,000 pages",Magenta,0.00576,KYO-LAS,0.32,0.15,0.12,3,5,0,2,3,6.32983E+11
K554Y,Kyocera TK554 Yellow Toner,169.16,Kyocera,CON-LASER,0.648,TK-554Y,KYOCERA FSC5200DN,"6,000 pages",Yellow,0.00576,KYO-LAS,0.32,0.15,0.12,4,>5,1,2,3,6.32983E+11
K564C,Kyocera TK564 Cyan Toner,242.54,Kyocera,CON-LASER,0.648,TK-564C,"KYOCERA FSC5300DN,KYOCERA FSC5350DN,KYOCERA P6030CDN","10,000 pages",Cyan,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,>5,4,>5,6.32983E+11
K564K,Kyocera TK564 Black Toner,152.94,Kyocera,CON-LASER,0.648,TK-564K,"KYOCERA FSC5300DN,KYOCERA FSC5350DN,KYOCERA P6030CDN","12,000 pages",Black,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,0,>5,>5,6.32983E+11
K564M,Kyocera TK564 Magenta Toner,242.54,Kyocera,CON-LASER,0.648,TK-564M,"KYOCERA FSC5300DN,KYOCERA FSC5350DN,KYOCERA P6030CDN","10,000 pages",Magenta,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,>5,>5,>5,6.32983E+11
K564Y,Kyocera TK564 Yellow Toner,242.54,Kyocera,CON-LASER,0.648,TK-564Y,"KYOCERA FSC5300DN,KYOCERA FSC5350DN,KYOCERA P6030CDN","10,000 pages",Yellow,0.00576,KYO-LAS,0.32,0.15,0.12,>5,>5,5,>5,>5,6.32983E+11
K574C,Kyocera TK574 Cyan Toner,226.32,Kyocera,CON-LASER,0.94,TK-574C,"KYOCERA FSC5400DN,KYOCERA P7035CDN","12,000 pages",Cyan,0.0065,KYO-LAS,0.315,0.165,0.125,>5,2,>5,>5,>5,6.32983E+11
K574K,Kyocera TK574 Black Toner,193.87,Kyocera,CON-LASER,0.94,TK-574K,"KYOCERA FSC5400DN,KYOCERA P7035CDN","16,000 pages",Black,0.0065,KYO-LAS,0.315,0.165,0.125,>5,>5,>5,2,>5,6.32983E+11
K574M,Kyocera TK574 Magenta Toner,226.32,Kyocera,CON-LASER,0.94,TK-574M,"KYOCERA FSC5400DN,KYOCERA P7035CDN","12,000 pages",Magenta,0.0065,KYO-LAS,0.315,0.165,0.125,3,>5,4,4,>5,6.32983E+11
K574Y,Kyocera TK574 Yellow Toner,226.32,Kyocera,CON-LASER,0.94,TK-574Y,"KYOCERA FSC5400DN,KYOCERA P7035CDN","12,000 pages",Yellow,0.0065,KYO-LAS,0.315,0.165,0.125,0,5,>5,>5,2,6.32983E+11
K584C,Kyocera TK584 Cyan Toner,122.04,Kyocera,CON-LASER,0.43,TK-584C,"KYOCERA FSC5150DN,KYOCERA P6021CDN","2,800 pages",Cyan,0.00499,KYO-LAS,0.32,0.13,0.12,>5,>5,>5,>5,>5,6.32983E+11
K584K,Kyocera TK584 Black Toner,76.47,Kyocera,CON-LASER,0.43,TK-584K,"KYOCERA FSC5150DN,KYOCERA P6021CDN","3,500 pages",Black,0.00499,KYO-LAS,0.32,0.13,0.12,>5,>5,>5,>5,>5,6.32983E+11
K584M,Kyocera TK584 Magenta Toner,122.04,Kyocera,CON-LASER,0.43,TK-584M,"KYOCERA FSC5150DN,KYOCERA P6021CDN","2,800 pages",Magenta,0.00499,KYO-LAS,0.32,0.13,0.12,>5,>5,>5,>5,>5,6.32983E+11
K584Y,Kyocera TK584 Yellow Toner,122.04,Kyocera,CON-LASER,0.43,TK-584Y,"KYOCERA FSC5150DN,KYOCERA P6021CDN","2,800 pages",Yellow,0.00499,KYO-LAS,0.32,0.13,0.12,>5,>5,>5,>5,>5,6.32983E+11
K594C,Kyocera TK594 Cyan Toner,152.94,Kyocera,CON-LASER,0.39,TK-594C,"KYOCERA FSC2026MFP,KYOCERA FSC2126MFP,KYOCERA FSC2526MFP,KYOCERA FSC2626MFP,KYOCERA FSC5250DN,KYOCERA P6026CDN,KYOCERA M6026CDN,KYOCERA M6526CDN","5,000 pages",Cyan,0.00492,KYO-LAS,0.315,0.125,0.125,>5,>5,>5,>5,>5,6.32983E+11
K594K,Kyocera TK594 Black Toner,129.76,Kyocera,CON-LASER,0.49,TK-594K,"KYOCERA FSC2026MFP,KYOCERA FSC2126MFP,KYOCERA FSC2526MFP,KYOCERA FSC2626MFP,KYOCERA FSC5250DN,KYOCERA P6026CDN,KYOCERA M6026CDN,KYOCERA M6526CDN","7,000 pages",Black,0.00492,KYO-LAS,0.315,0.125,0.125,>5,>5,>5,>5,>5,6.32983E+11
K594M,Kyocera TK594 Magenta Toner,152.94,Kyocera,CON-LASER,0.39,TK-594M,"KYOCERA FSC2026MFP,KYOCERA FSC2126MFP,KYOCERA FSC2526MFP,KYOCERA FSC2626MFP,KYOCERA FSC5250DN,KYOCERA P6026CDN,KYOCERA M6026CDN,KYOCERA M6526CDN","5,000 pages",Magenta,0.00492,KYO-LAS,0.315,0.125,0.125,>5,>5,>5,>5,>5,6.32983E+11
K594Y,Kyocera TK594 Yellow Toner,152.94,Kyocera,CON-LASER,0.39,TK-594Y,"KYOCERA FSC2026MFP,KYOCERA FSC2126MFP,KYOCERA FSC2526MFP,KYOCERA FSC2626MFP,KYOCERA FSC5250DN,KYOCERA P6026CDN,KYOCERA M6026CDN,KYOCERA M6526CDN","5,000 pages",Yellow,0.00492,KYO-LAS,0.315,0.125,0.125,>5,>5,>5,>5,>5,6.32983E+11
K60,Kyocera TK60 Toner Kit,117.41,Kyocera,CON-LASER,1.274,TK-60,"KYOCERA FS1800,KYOCERA FS3800","20,000 pages",Black,0.00565,KYO-LAS,0.33,0.153,0.112,0,4,0,0,0,6.32983E+11
K6309,Kyocera TK6309 Black Toner,93.05,Kyocera,CON-COPIER,2.1,TK-6309,"KYOCERA TASKALFA 3500I,KYOCERA TASKALFA 4500I,KYOCERA TASKALFA 5500I,KYOCERA TASKALFA 3501I,KYOCERA TASKALFA 4501I,KYOCERA TASKALFA 5501I","35,000 pages",Black,0.02147,KYO-COP,0.61,0.16,0.22,>5,>5,>5,4,>5,6.32983E+11
K6329,Kyocera TK6329 Toner Kit,86.96,Kyocera,CON-COPIER,0,TK-6329,"KYOCERA TASKALFA 4002I,KYOCERA TASKALFA 5002I,KYOCERA TASKALFA 6002I",,Black,0,KYO-COP,0,0,0,0,0,0,0,0,
K65,Kyocera TK65 Toner Kit,136.72,Kyocera,CON-LASER,1.33,TK-65,KYOCERA FS3830N,"20,000 pages",Black,0.00571,KYO-LAS,0.335,0.11,0.155,0,>5,0,0,0,6.32983E+11
K669,Kyocera TK669 Toner Cartridge,134.82,Kyocera,CON-COPIER,4.21,TK-669,"KYOCERA TASKALFA 620,KYOCERA TASKALFA 820","55,000 pages",Black,0.02608,KYO-COP,0.61,0.225,0.19,0,3,0,0,0,6.32983E+11
K6709,Kyocera TK6709 Black Toner,134.09,Kyocera,CON-COPIER,3.26,TK-6709,"KYOCERA TASKALFA 6500I,KYOCERA TASKALFA 8000I","70,000 pages",Black,0.02072,KYO-COP,0.605,0.221,0.155,0,5,0,0,0,6.32983E+11
K679,Kyocera TK679 Toner Cart,65.21,Kyocera,CON-COPIER,2.3,TK-679,"KYOCERA KM3060,KYOCERA KM2560,KYOCERA TASKALFA 300I","20,000 pages",Black,0.0107,KYO-COP,0.535,0.25,0.08,5,2,>5,>5,>5,6.32983E+11
K70,Kyocera TK70 Toner Kit,185.38,Kyocera,CON-LASER,3.75,TK-70,"KYOCERA FS9100,KYOCERA FS9500,KYOCERA FS9520","40,000 pages",Black,0.01829,KYO-LAS,0.505,0.315,0.115,0,2,0,0,0,6.32983E+11
K710,Kyocera TK710 Toner Kit,176.11,Kyocera,CON-LASER,3.703,TK-710,KYOCERA FS9530DN,"40,000 pages",Black,0.01909,KYO-LAS,0.505,0.315,0.12,>5,>5,3,0,>5,6.32983E+11
K7109,Kyocera TK7109 Toner Kit,60.95,Kyocera,CON-COPIER,2.02,TK-7109,KYOCERA TASKALFA 3010I,"20,000 pages",Black,0.01523,KYO-COP,0.36,0.47,0.09,>5,4,0,0,>5,6.32983E+11
K715,Kyocera TK715 Toner Kit,119.43,Kyocera,CON-COPIER,4,TK-715,"KYOCERA KM3050,KYOCERA KM4050,KYOCERA KM5050,KYOCERA TASKALFA 420I,KYOCERA TASKALFA 520I","34,000 pages",Black,0.01928,KYO-COP,0.51,0.315,0.12,>5,>5,>5,0,>5,6.32983E+11
K7209,Kyocera TK7209 Toner Cart,86.95,Kyocera,CON-COPIER,2.61,TK-7209,KYOCERA TASKALFA 3510I,"35,000 pages",Black,0.01523,KYO-COP,0.36,0.47,0.09,1,>5,0,0,>5,6.32983E+11
K7304,Kyocera TK7304 Toner Cart,119.72,Kyocera,CON-LASER,0.99,TK-7304,KYOCERA P4040DN,"15,000 pages",Black,0.00702,KYO-LAS,0.39,0.12,0.15,>5,>5,>5,0,>5,6.32983E+11
K825C,Kyocera TK825 Cyan Toner,98.91,Kyocera,CON-COPIER,0.72,TK-825C,"KYOCERA KMC2520,KYOCERA KMC2525,KYOCERA KMC3225,KYOCERA KMC3232,KYOCERA KMC4035E","7,000 pages",Cyan,0.00504,KYO-COP,0.31,0.13,0.125,5,5,0,0,2,6.32983E+11
